quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q16,2026-09-11 03:45,2026-09-11 01:45,163.43,163.39,157.74,138.39,161.04,133.03,151.54,1130.48,374.57,223.03,SELL Spot,Settled
Q17,2026-09-11 04:00,2026-09-11 02:00,165.58,165.56,159.82,140.54,163.19,133.53,153.37,1144.13,334.5,181.13,SELL Spot,Settled
Q18,2026-09-11 04:15,2026-09-11 02:15,167.08,167.09,160.95,142.04,164.69,143.95,156.48,1167.34,167.08,10.6,SELL Spot,Settled
Q19,2026-09-11 04:30,2026-09-11 02:30,167.29,167.28,161.04,142.25,164.9,149.23,157.62,1175.83,167.29,9.67,SELL Spot,Settled
Q20,2026-09-11 04:45,2026-09-11 02:45,168.45,168.43,162.11,143.41,166.06,148.64,158.42,1181.84,168.45,10.03,SELL Spot,Settled
Q21,2026-09-11 05:00,2026-09-11 03:00,170.42,170.45,163.78,145.38,147.92,149.91,156.25,1165.65,170.42,14.17,SELL Spot,Settled
Q22,2026-09-11 05:15,2026-09-11 03:15,173.52,173.55,166.98,148.48,151.02,150.19,158.84,1184.98,173.52,14.68,SELL Spot,Settled
Q23,2026-09-11 05:30,2026-09-11 03:30,176.79,176.79,170.2,151.75,154.29,156.41,162.65,1213.39,176.79,14.14,SELL Spot,Settled
Q24,2026-09-11 05:45,2026-09-11 03:45,183.64,183.65,177.09,158.6,161.14,164.21,169.69,1265.9,158.4,11.29,SELL Spot,Settled
Q25,2026-09-11 06:00,2026-09-11 04:00,189.32,189.35,181.89,164.28,166.82,170.3,175.27,1307.51,189.32,14.05,SELL Spot,Settled
Q26,2026-09-11 06:15,2026-09-11 04:15,199.16,199.12,192.64,174.12,172.6,181.95,184.83,1378.8,199.16,14.33,SELL Spot,Settled
Q27,2026-09-11 06:30,2026-09-11 04:30,207.67,207.66,201.12,182.63,204.63,192.08,198.27,1479.08,207.67,9.4,SELL Spot,Settled
Q28,2026-09-11 06:45,2026-09-11 04:45,213.74,213.74,207.55,188.7,209.82,199.18,204.44,1525.11,304.47,100.03,SELL Spot,Settled
Q29,2026-09-11 07:00,2026-09-11 05:00,222.13,222.14,214.28,197.09,219.09,208.03,212.74,1587.05,222.13,9.39,SELL Spot,Settled
Q30,2026-09-11 07:15,2026-09-11 05:15,223.92,223.95,217.21,198.88,220.88,212.04,215.19,1605.35,223.92,8.73,SELL Spot,Settled
Q31,2026-09-11 07:30,2026-09-11 05:30,223.88,223.9,217.63,198.84,219.96,200.03,212.82,1587.62,223.88,11.06,SELL Spot,Settled
Q32,2026-09-11 07:45,2026-09-11 05:45,221.16,221.18,215.81,196.12,189.76,196.17,204.67,1526.81,221.16,16.49,SELL Spot,Settled
Q33,2026-09-11 08:00,2026-09-11 06:00,232.78,232.75,225.45,207.74,230.39,214.72,222.88,1662.65,232.78,9.9,SELL Spot,Settled
Q34,2026-09-11 08:15,2026-09-11 06:15,222.09,222.09,216.58,197.05,190.69,206.13,207.26,1546.17,222.09,14.83,SELL Spot,Settled
Q35,2026-09-11 08:30,2026-09-11 06:30,211.85,211.86,206.18,186.81,180.45,195.33,196.88,1468.76,95.38,101.5,SELL Spot,Settled
Q36,2026-09-11 08:45,2026-09-11 06:45,184.9,184.92,179.54,159.86,153.5,165.38,169.43,1263.98,84.16,85.27,SELL Spot,Settled
Q37,2026-09-11 09:00,2026-09-11 07:00,203.71,203.74,197.24,178.67,172.31,176.15,186.5,1391.28,203.71,17.21,SELL Spot,Settled
Q38,2026-09-11 09:15,2026-09-11 07:15,200.08,200.05,194.92,175.04,168.68,171.64,182.97,1364.92,200.08,17.11,SELL Spot,Settled
Q39,2026-09-11 09:30,2026-09-11 07:30,191.56,191.58,186.61,166.52,160.16,164.28,174.72,1303.41,93.3,81.42,SELL Spot,Settled
Q40,2026-09-11 09:45,2026-09-11 07:45,180.76,180.73,175.88,155.72,149.36,153.48,163.92,1222.88,93.3,70.62,SELL Spot,Settled
Q41,2026-09-11 10:00,2026-09-11 08:00,204.61,204.6,199.77,179.57,173.21,177.44,187.81,1401.04,51.26,136.55,SELL Spot,Settled
Q42,2026-09-11 10:15,2026-09-11 08:15,175.09,175.12,170.71,150.05,143.69,148.51,158.5,1182.43,175.09,16.59,SELL Spot,Settled
Q43,2026-09-11 10:30,2026-09-11 08:30,169.14,169.18,164.52,144.1,137.74,141.57,152.32,1136.28,169.14,16.82,SELL Spot,Settled
Q44,2026-09-11 10:45,2026-09-11 08:45,164.11,164.15,159.64,139.07,133.59,132.12,146.66,1094.08,164.11,17.45,SELL Spot,Settled
Q45,2026-09-11 11:00,2026-09-11 09:00,158.26,158.28,154.35,133.22,154.34,128.55,146.59,1093.53,82.54,64.05,SELL Spot,Settled
Q46,2026-09-11 11:15,2026-09-11 09:15,152.61,152.6,148.47,127.57,150.22,123.97,141.39,1054.75,95.38,46.01,SELL Spot,Settled
Q47,2026-09-11 11:30,2026-09-11 09:30,145.84,145.84,141.6,120.8,143.45,116.04,134.37,1002.44,145.84,11.47,SELL Spot,Settled
Q48,2026-09-11 11:45,2026-09-11 09:45,140.16,140.17,135.8,115.12,137.77,111.25,128.84,961.15,140.16,11.32,SELL Spot,Settled
Q49,2026-09-11 12:00,2026-09-11 10:00,140.01,140.0,136.06,114.97,137.62,111.85,128.91,961.7,190.86,61.95,SELL Spot,Settled
Q50,2026-09-11 12:15,2026-09-11 10:15,127.25,127.25,122.89,102.21,124.86,97.55,115.78,863.71,70.0,45.78,SELL Spot,Settled
Q51,2026-09-11 12:30,2026-09-11 10:30,132.99,132.99,128.57,107.95,130.6,102.9,121.43,905.9,132.99,11.56,SELL Spot,Settled
Q52,2026-09-11 12:45,2026-09-11 10:45,139.18,139.19,134.63,114.14,79.31,108.3,116.14,866.43,139.18,23.04,SELL Spot,Settled
Q53,2026-09-11 13:00,2026-09-11 11:00,125.83,125.84,121.58,100.79,68.0,95.08,103.28,770.47,42.57,60.71,SELL Spot,Settled
Q54,2026-09-11 13:15,2026-09-11 11:15,132.52,132.55,127.93,107.48,74.69,102.86,110.11,821.42,77.02,33.09,SELL Spot,Settled
Q55,2026-09-11 13:30,2026-09-11 11:30,137.49,137.53,132.77,112.45,79.66,110.47,115.55,862.0,137.49,21.94,SELL Spot,Settled
Q56,2026-09-11 13:45,2026-09-11 11:45,141.26,141.29,135.83,116.22,122.1,117.08,127.31,949.76,-14.14,141.45,SELL Spot,Settled
Q57,2026-09-11 14:00,2026-09-11 12:00,140.49,140.5,136.33,115.45,140.47,112.58,129.87,968.8,4.56,125.31,SELL Spot,Settled
Q58,2026-09-11 14:15,2026-09-11 12:15,146.33,146.31,140.71,121.29,146.72,124.34,136.59,1018.97,2.37,134.22,SELL Spot,Settled
Q59,2026-09-11 14:30,2026-09-11 12:30,150.23,150.26,144.21,125.19,150.42,135.69,141.78,1057.71,-11.45,153.23,SELL Spot,Settled
Q60,2026-09-11 14:45,2026-09-11 12:45,154.54,154.55,148.47,129.5,151.5,140.53,145.54,1085.76,154.54,9.0,SELL Spot,Settled
Q61,2026-09-11 15:00,2026-09-11 13:00,152.19,152.17,147.71,127.15,149.15,136.91,143.28,1068.88,152.19,8.91,SELL Spot,Settled
Q62,2026-09-11 15:15,2026-09-11 13:15,155.63,155.61,148.87,130.59,166.68,142.79,149.47,1115.07,19.38,130.09,SELL Spot,Settled
Q63,2026-09-11 15:30,2026-09-11 13:30,159.67,159.67,153.11,134.63,161.84,147.44,151.93,1133.4,13.46,138.47,SELL Spot,Settled
Q64,2026-09-11 15:45,2026-09-11 13:45,173.42,173.41,166.24,148.38,177.88,160.14,165.8,1236.87,19.05,146.75,SELL Spot,Settled
Q65,2026-09-11 16:00,2026-09-11 14:00,158.11,158.14,152.67,133.07,159.91,151.1,151.52,1130.34,158.11,6.59,SELL Spot,Settled
Q66,2026-09-11 16:15,2026-09-11 14:15,175.65,175.72,168.13,150.61,183.78,163.16,168.85,1259.6,43.0,125.85,SELL Spot,Settled
Q67,2026-09-11 16:30,2026-09-11 14:30,192.44,192.46,184.21,167.4,200.57,181.41,185.75,1385.69,192.44,6.69,SELL Spot,Settled
Q68,2026-09-11 16:45,2026-09-11 14:45,202.6,202.6,194.09,177.56,210.73,194.01,196.31,1464.45,214.95,18.64,SELL Spot,Settled
Q69,2026-09-11 17:00,2026-09-11 15:00,183.51,183.52,175.08,158.47,191.64,175.85,177.41,1323.5,183.51,6.1,SELL Spot,Settled
Q70,2026-09-11 17:15,2026-09-11 15:15,207.43,207.43,198.65,182.39,215.56,199.32,201.17,1500.75,99.96,101.21,SELL Spot,Settled
Q71,2026-09-11 17:30,2026-09-11 15:30,218.4,218.37,208.54,193.36,226.53,210.29,211.91,1580.83,165.89,46.02,SELL Spot,Settled
Q72,2026-09-11 17:45,2026-09-11 15:45,233.83,233.79,224.52,208.79,241.96,226.1,227.52,1697.32,234.33,6.81,SELL Spot,Settled
Q73,2026-09-11 18:00,2026-09-11 16:00,216.85,216.84,208.2,191.81,224.98,215.27,211.85,1580.38,216.85,5.0,SELL Spot,Settled
Q74,2026-09-11 18:15,2026-09-11 16:15,238.01,238.01,229.66,212.97,239.81,235.69,231.69,1728.39,238.01,6.32,SELL Spot,Settled
Q75,2026-09-11 18:30,2026-09-11 16:30,260.81,260.81,251.84,235.77,262.61,253.9,253.49,1891.05,260.81,7.32,SELL Spot,Settled
Q76,2026-09-11 18:45,2026-09-11 16:45,278.2,278.17,268.64,253.16,286.33,271.98,272.13,2030.06,278.2,6.07,SELL Spot,Settled
Q77,2026-09-11 19:00,2026-09-11 17:00,289.05,289.06,279.62,264.01,297.18,279.25,282.34,2106.25,139.69,142.65,SELL Spot,Settled
Q78,2026-09-11 19:15,2026-09-11 17:15,299.84,299.86,291.79,274.8,301.64,291.96,292.54,2182.32,299.84,7.3,SELL Spot,Settled
Q79,2026-09-11 19:30,2026-09-11 17:30,321.78,321.8,313.82,296.74,329.91,313.52,315.67,2354.9,321.78,6.11,SELL Spot,Settled
Q80,2026-09-11 19:45,2026-09-11 17:45,326.68,326.68,318.95,301.64,334.81,318.47,320.62,2391.85,326.68,6.06,SELL Spot,Settled
Q81,2026-09-11 20:00,2026-09-11 18:00,315.68,315.67,307.56,290.64,322.21,308.44,309.4,2308.16,315.68,6.28,SELL Spot,Settled
Q82,2026-09-11 20:15,2026-09-11 18:15,294.99,294.96,288.07,269.95,296.68,287.7,288.0,2148.5,294.99,6.99,SELL Spot,Settled
Q83,2026-09-11 20:30,2026-09-11 18:30,277.25,277.23,270.44,252.21,275.76,272.87,270.21,2015.77,277.25,7.04,SELL Spot,Settled
Q84,2026-09-11 20:45,2026-09-11 18:45,267.92,267.91,261.36,242.88,275.74,264.07,262.87,1960.99,267.92,5.05,SELL Spot,Settled
Q85,2026-09-11 21:00,2026-09-11 19:00,270.29,270.31,263.51,245.25,266.82,264.61,262.63,1959.23,270.29,7.66,SELL Spot,Settled
Q86,2026-09-11 21:15,2026-09-11 19:15,245.23,245.23,238.96,220.19,241.76,239.23,237.62,1772.61,245.23,7.61,SELL Spot,Settled
Q87,2026-09-11 21:30,2026-09-11 19:30,236.01,236.04,229.67,210.97,232.54,229.6,228.31,1703.19,236.01,7.7,SELL Spot,Settled
Q88,2026-09-11 21:45,2026-09-11 19:45,228.8,228.79,222.72,203.76,226.39,226.67,222.16,1657.33,73.58,148.58,SELL Spot,Settled
Q89,2026-09-11 22:00,2026-09-11 20:00,234.02,234.01,227.06,208.98,234.41,223.39,226.14,1687.02,92.92,133.22,SELL Spot,Settled
Q90,2026-09-11 22:15,2026-09-11 20:15,225.01,225.02,219.21,199.97,205.85,196.74,210.21,1568.15,225.01,14.8,SELL Spot,Settled
Q91,2026-09-11 22:30,2026-09-11 20:30,222.31,222.33,216.58,197.27,169.96,160.36,194.65,1452.05,222.31,27.66,SELL Spot,Settled
Q92,2026-09-11 22:45,2026-09-11 20:45,218.53,218.52,213.18,193.49,166.18,157.71,191.15,1426.0,218.53,27.38,SELL Spot,Settled
Q93,2026-09-11 23:00,2026-09-11 21:00,216.97,216.95,210.65,191.93,139.24,168.43,186.71,1392.84,216.97,30.26,SELL Spot,Settled
Q94,2026-09-11 23:15,2026-09-11 21:15,206.89,206.9,201.19,181.85,127.12,140.25,172.95,1290.22,206.89,33.94,SELL Spot,Settled
Q95,2026-09-11 23:30,2026-09-11 21:30,202.3,202.27,196.56,177.26,199.91,154.81,187.18,1396.37,202.3,15.12,SELL Spot,Settled
Q96,2026-09-11 23:45,2026-09-11 21:45,191.96,191.98,186.43,166.92,189.57,143.46,176.7,1318.21,191.96,15.26,SELL Spot,Settled
